sale_id,date_time,type,weight,destination,postage method,quantity,cost
1513,10/08/2017 11:30,parcel,1.38,Korea - Republic Of,Express Parcel,3,184.05
1513,10/08/2017 11:30,letter,0.44,Bahrain,Economy Letter,2,36
1514,1/03/2016 13:49,parcel,17.75,Qatar,Economy Parcel_By Sea,1,205.96
1514,1/03/2016 13:49,letter,0.27,Czech Republic,Economy Letter,1,18
1515,8/09/2016 15:01,parcel,11.21,Papua New Guinea,Express Parcel,1,166.41
1515,8/09/2016 15:01,letter,0.33,Russian Federation,Express Letter,3,159.12
1515,8/09/2016 15:01,letter,0.21,Estonia,Economy Letter,1,9
1516,2/10/2017 12:15,parcel,6.38,Poland,Standard Parcel,3,623.58
1516,2/10/2017 12:15,letter,0.4,Israel,Express Letter,2,111.36
1517,15/01/2016 12:11,letter,0.2,Cyprus,Express Letter,3,159.12
1517,15/01/2016 12:11,letter,0.13,United States,Economy Letter,1,9
1517,15/01/2016 12:11,letter,0.42,Denmark,Economy Letter,2,36
1518,14/02/2017 14:30,parcel,3.38,Serbia,Express Parcel,1,143.14
1518,14/02/2017 14:30,letter,0.17,Vietnam,Express Letter,1,36.95
1518,14/02/2017 14:30,letter,0.41,Nauru,Express Letter,1,38.83
1519,3/06/2016 12:32,parcel,0.63,Austria,Express Parcel,1,67.88
1519,3/06/2016 12:32,letter,0.45,Lao People'S Democratic Republic,Economy Letter,2,24
1520,22/01/2016 12:39,letter,0.29,China,Express Letter,1,36.05
1521,24/08/2017 11:37,parcel,9.71,Netherlands,Economy Parcel_By Sea,1,104.83
1522,20/11/2016 14:11,parcel,12.57,Estonia,Economy Parcel_By Sea,3,477.36
1523,25/10/2016 15:40,parcel,2.38,Sri Lanka,Express Parcel,3,253.68
1524,21/11/2017 11:31,letter,0.4,Singapore,Express Letter,2,73.9
1524,21/11/2017 11:31,letter,0.43,Norway,Economy Letter,3,54
1525,26/12/2017 11:27,letter,0.48,Mexico,Express Letter,1,55.68
1526,1/08/2017 13:43,parcel,7.51,Macedonia - The Former Yugoslav Republic Of,Standard Parcel,2,415.72
1526,1/08/2017 13:43,letter,0.38,Nepal,Express Letter,2,77.66
1526,1/08/2017 13:43,letter,0.41,Greece,Economy Letter,3,54
1527,21/06/2017 11:21,parcel,7.99,Malaysia,Express Parcel,1,133.68
1527,21/06/2017 11:21,letter,0.17,Ukraine,Express Letter,1,53.04
1527,21/06/2017 11:21,parcel,16.85,Korea - Republic Of,Express Parcel,3,549.3
1528,14/01/2017 12:32,letter,0.44,Taiwan - Province Of China,Express Letter,1,36.95
1528,14/01/2017 12:32,letter,0.46,France,Express Letter,3,127.86
1528,14/01/2017 12:32,letter,0.43,Switzerland,Economy Letter,2,36
1529,3/08/2016 11:21,letter,0.45,French Polynesia,Express Letter,3,116.49
1529,3/08/2016 11:21,letter,0.24,Czech Republic,Express Letter,2,106.08
1530,24/06/2017 13:11,parcel,3.82,Philippines,Standard Parcel,1,87.03
1530,24/06/2017 13:11,letter,0.28,Sri Lanka,Economy Letter,1,12
1531,22/01/2016 12:54,parcel,19.59,Mexico,Standard Parcel,2,718.9
1532,18/02/2016 11:52,letter,0.44,Tonga,Express Letter,2,77.66
1532,18/02/2016 11:52,letter,0.45,Tonga,Express Letter,1,38.83
1533,28/10/2016 05:24,letter,0.37,Estonia,Express Letter,3,159.12
1534,22/06/2017 13:39,letter,0.41,Nigeria,Express Letter,3,167.04
1534,22/06/2017 13:39,letter,0.13,Mexico,Economy Letter,1,9
1534,22/06/2017 13:39,parcel,10.87,Croatia,Standard Parcel,2,561.7
1535,2/07/2016 12:03,letter,0.46,Brunei Darussalam,Economy Letter,2,24
1535,2/07/2016 12:03,letter,0.36,Romania,Express Letter,3,159.12
1535,2/07/2016 12:03,letter,0.35,Brunei Darussalam,Economy Letter,2,24
1536,9/06/2016 15:09,letter,0.37,Nauru,Economy Letter,1,12
1537,17/02/2016 13:48,parcel,7.23,Kenya,Economy Parcel_By Sea,3,340.17
1537,17/02/2016 13:48,parcel,17.28,Pakistan,Standard Parcel,2,374.74
1537,17/02/2016 13:48,parcel,11.21,Croatia,Economy Parcel_By Sea,2,318.24
1538,2/05/2017 12:08,letter,0.5,Arab Emirates,Express Letter,1,55.68
1538,2/05/2017 12:08,parcel,7.54,Samoa,Standard Parcel,3,406.32
1538,2/05/2017 12:08,parcel,13.41,Norway,Economy Parcel_By Sea,2,303.08
1539,25/08/2017 12:47,letter,0.48,Brazil,Express Letter,2,106.08
1540,28/04/2017 15:07,letter,0.46,Romania,Express Letter,1,53.04
1540,28/04/2017 15:07,parcel,1.27,Fiji,Express Parcel,2,126.92
1540,28/04/2017 15:07,letter,0.33,Cambodia,Economy Letter,1,12
1541,13/11/2016 11:06,letter,0.19,Cyprus,Economy Letter,3,27
1542,4/12/2017 12:25,letter,0.32,Indonesia,Express Letter,3,110.85
1542,4/12/2017 12:25,parcel,5.78,Germany,Express Parcel,1,156.84
1543,14/04/2016 14:57,parcel,13.88,Japan,Express Parcel,2,316.78
1544,10/10/2016 16:47,letter,0.21,Czech Republic,Express Letter,1,53.04
1544,10/10/2016 16:47,parcel,8.6,Cyprus,Standard Parcel,1,207.86
1544,10/10/2016 16:47,parcel,7.56,Malta,Express Parcel,2,484.82
1545,27/05/2016 11:29,parcel,8.13,Slovenia,Standard Parcel,3,623.58
1546,18/08/2017 13:48,letter,0.13,Turkey,Economy Letter,2,18
1547,27/10/2017 12:01,letter,0.19,Peru,Express Letter,3,167.04
1547,27/10/2017 12:01,parcel,15.35,Myanmar,Express Parcel,1,192.37
1548,12/02/2016 12:40,letter,0.2,New Caledonia,Express Letter,2,77.66
1548,12/02/2016 12:40,parcel,5.14,Ukraine,Economy Parcel_By Sea,2,218.06
1549,21/09/2017 13:29,parcel,19.31,Cyprus,Standard Parcel,1,341.29
1550,26/11/2017 13:49,letter,0.3,Malta,Express Letter,2,106.08
1551,23/11/2016 13:42,parcel,10.21,Poland,Economy Parcel_By Sea,2,318.24
1552,23/08/2017 11:37,parcel,10.5,Germany,Economy Parcel_By Sea,3,454.62
1553,13/01/2016 10:35,letter,0.33,Papua New Guinea,Express Letter,2,77.66
1553,13/01/2016 10:35,parcel,7.51,Italy,Express Parcel,1,156.84
1554,26/09/2016 15:22,letter,0.36,Cook Islands,Express Letter,2,77.66
1554,26/09/2016 15:22,letter,0.43,Netherlands,Economy Letter,3,54
1554,26/09/2016 15:22,parcel,9.4,Myanmar,Standard Parcel,2,270.88
1555,25/04/2016 10:27,letter,0.46,New Zealand,Express Letter,2,50.7
1555,25/04/2016 10:27,letter,0.43,Korea - Republic Of,Economy Letter,3,36
1555,25/04/2016 10:27,parcel,4.07,United Kingdom,Economy Parcel_By Sea,2,126.12
1556,9/05/2016 12:39,letter,0.33,United States,Express Letter,2,75.76
1557,4/12/2017 11:58,letter,0.43,Kuwait,Express Letter,3,167.04
1557,4/12/2017 11:58,letter,0.39,Myanmar,Economy Letter,2,24
1558,16/09/2017 11:28,letter,0.18,Bahrain,Economy Letter,1,9
1559,30/11/2017 14:31,letter,0.18,Israel,Express Letter,3,167.04
1559,30/11/2017 14:31,letter,0.19,Tonga,Economy Letter,3,18
1560,3/07/2016 10:01,letter,0.26,India,Economy Letter,2,24
1560,3/07/2016 10:01,parcel,8.38,Papua New Guinea,Standard Parcel,2,270.88
1560,3/07/2016 10:01,letter,0.49,Cyprus,Express Letter,3,159.12
1561,29/01/2017 15:13,letter,0.16,Brunei Darussalam,Economy Letter,2,12
1561,29/01/2017 15:13,parcel,8.09,Nigeria,Economy Parcel_By Sea,2,226.78
1561,29/01/2017 15:13,parcel,19.97,Slovenia,Express Parcel,1,363.29
1562,2/09/2017 12:34,letter,0.13,Lao People'S Democratic Republic,Express Letter,1,38.83
1562,2/09/2017 12:34,letter,0.27,Estonia,Express Letter,3,159.12
1562,2/09/2017 12:34,parcel,12.09,Italy,Standard Parcel,3,536.82
1563,18/07/2016 13:17,letter,0.32,Vanuatu,Express Letter,3,116.49
1563,18/07/2016 13:17,parcel,9.14,Netherlands,Standard Parcel,3,455.52
1563,18/07/2016 13:17,parcel,1.35,Papua New Guinea,Standard Parcel,1,53.46
1564,11/02/2016 11:39,letter,0.34,Brunei Darussalam,Express Letter,2,77.66
1564,11/02/2016 11:39,parcel,8.46,Israel,Standard Parcel,2,438.9
1564,11/02/2016 11:39,parcel,1.15,Brunei Darussalam,Express Parcel,1,63.46
1565,7/08/2017 13:25,letter,0.4,Cambodia,Express Letter,3,116.49
1566,19/10/2017 14:45,letter,0.48,South Africa,Economy Letter,2,36
1566,19/10/2017 14:45,letter,0.18,Netherlands,Express Letter,3,127.86
1567,18/07/2017 15:45,letter,0.24,Bahrain,Economy Letter,3,27
1568,12/04/2016 09:07,letter,0.34,Poland,Economy Letter,1,18
1568,12/04/2016 09:07,letter,0.42,Peru,Economy Letter,2,36
1569,16/08/2017 11:36,parcel,16.57,Finland,Economy Parcel_By Sea,2,392.3
1569,16/08/2017 11:36,letter,0.48,Hungary,Express Letter,2,106.08
1569,16/08/2017 11:36,letter,0.4,Russian Federation,Express Letter,1,53.04
1570,26/04/2017 13:15,letter,0.36,Lao People'S Democratic Republic,Express Letter,1,38.83
1570,26/04/2017 13:15,parcel,16.64,Qatar,Economy Parcel_By Sea,3,617.88
1571,23/07/2016 13:28,letter,0.45,Greece,Economy Letter,2,36
1572,9/05/2017 13:09,letter,0.44,French Polynesia,Economy Letter,3,36
1573,24/07/2017 13:17,letter,0.14,Belgium,Economy Letter,1,9
1573,24/07/2017 13:17,parcel,0.89,Malaysia,Express Parcel,2,106.52
1574,23/07/2016 12:56,letter,0.45,Norway,Economy Letter,1,18
1574,23/07/2016 12:56,parcel,17.01,Lao People'S Democratic Republic,Standard Parcel,1,187.37
1575,16/09/2016 14:55,parcel,12.03,Kuwait,Express Parcel,2,635.98
1575,16/09/2016 14:55,letter,0.13,New Caledonia,Express Letter,2,77.66
1575,16/09/2016 14:55,letter,0.14,Estonia,Economy Letter,2,18
1576,2/07/2017 10:12,letter,0.44,Canada,Economy Letter,1,18
1576,2/07/2017 10:12,parcel,9.22,Croatia,Express Parcel,1,242.41
1576,2/07/2017 10:12,parcel,6.41,Cyprus,Economy Parcel_By Sea,1,109.03
1577,8/10/2017 15:14,parcel,9.91,Italy,Standard Parcel,3,455.52
1577,8/10/2017 15:14,parcel,19.52,Malaysia,Standard Parcel,2,356.2
1578,24/04/2017 10:00,letter,0.33,Chile,Economy Letter,2,36
1578,24/04/2017 10:00,letter,0.45,Belgium,Economy Letter,2,36
1579,17/12/2016 13:10,parcel,3.76,Bahrain,Express Parcel,2,300.58
1579,17/12/2016 13:10,letter,0.31,Nigeria,Express Letter,2,111.36
1579,17/12/2016 13:10,letter,0.48,Hong Kong,Economy Letter,3,36
1580,28/01/2016 13:58,letter,0.11,Samoa,Economy Letter,1,6
1581,31/01/2016 13:59,parcel,13.74,Cyprus,Express Parcel,1,302.85
1581,31/01/2016 13:59,letter,0.41,Hungary,Economy Letter,1,18
1582,17/11/2016 17:15,parcel,5.17,Nepal,Express Parcel,2,280.88
1582,17/11/2016 17:15,letter,0.35,Vietnam,Express Letter,1,36.95
1582,17/11/2016 17:15,letter,0.42,New Zealand,Express Letter,1,25.35
1583,4/07/2017 14:42,letter,0.32,Cambodia,Economy Letter,1,12
1584,5/06/2017 13:58,letter,0.22,Nigeria,Express Letter,2,111.36
1585,20/06/2017 14:49,letter,0.4,France,Economy Letter,1,18
1585,20/06/2017 14:49,letter,0.2,Pakistan,Express Letter,3,116.49
1586,13/03/2017 10:27,parcel,15.51,Slovenia,Express Parcel,1,363.29
1587,28/10/2017 13:10,parcel,12.02,Chile,Economy Parcel_By Sea,1,167.08
1587,28/10/2017 13:10,letter,0.13,Turkey,Economy Letter,3,27
1587,28/10/2017 13:10,letter,0.14,Germany,Economy Letter,3,27
1588,7/09/2017 16:33,parcel,17.22,Netherlands,Standard Parcel,2,412.08
1589,17/01/2017 15:25,parcel,3.31,Norway,Standard Parcel,2,227.88
1590,4/04/2016 15:56,letter,0.5,Malaysia,Express Letter,1,36.95
1590,4/04/2016 15:56,letter,0.32,Nauru,Express Letter,1,38.83
1591,12/09/2016 14:25,parcel,7.68,Greece,Economy Parcel_By Sea,3,327.09
1591,12/09/2016 14:25,parcel,13.11,Poland,Standard Parcel,1,280.85
1592,26/08/2016 10:57,letter,0.18,Vietnam,Economy Letter,3,18
1592,26/08/2016 10:57,letter,0.34,Czech Republic,Economy Letter,3,54
1593,22/02/2017 12:57,letter,0.36,Spain,Economy Letter,3,54
1593,22/02/2017 12:57,parcel,3.73,Germany,Standard Parcel,2,227.88
1594,12/11/2017 13:55,letter,0.14,Papua New Guinea,Economy Letter,1,6
1594,12/11/2017 13:55,letter,0.15,Peru,Express Letter,1,55.68
1595,25/05/2016 12:31,letter,0.37,South Africa,Economy Letter,1,18
1595,25/05/2016 12:31,parcel,19.4,Saudi Arabia,Standard Parcel,1,359.45
1595,25/05/2016 12:31,parcel,11.43,Switzerland,Economy Parcel_By Sea,2,303.08
1596,25/10/2017 12:39,letter,0.38,Mexico,Economy Letter,1,18
1596,25/10/2017 12:39,letter,0.31,Sri Lanka,Economy Letter,3,36
1596,25/10/2017 12:39,parcel,3.52,United States,Economy Parcel_By Sea,3,176.76
1597,12/08/2017 09:51,letter,0.27,Turkey,Express Letter,3,159.12
1598,20/05/2016 12:31,parcel,7.98,Cyprus,Express Parcel,1,242.41
1599,25/04/2017 10:57,letter,0.28,Poland,Express Letter,3,159.12
1599,25/04/2017 10:57,letter,0.12,Bahrain,Express Letter,2,111.36
1599,25/04/2017 10:57,letter,0.22,Macedonia - The Former Yugoslav Republic Of,Express Letter,2,106.08
1600,22/12/2017 13:15,letter,0.27,Spain,Economy Letter,3,54
1601,7/02/2017 16:28,letter,0.37,Norway,Economy Letter,1,18
1602,24/01/2017 15:24,parcel,3.81,French Polynesia,Standard Parcel,3,261.09
1602,24/01/2017 15:24,letter,0.3,Japan,Express Letter,3,110.85
1602,24/01/2017 15:24,parcel,11.69,Fiji,Standard Parcel,1,161.41
1603,29/03/2017 11:54,letter,0.19,Estonia,Economy Letter,1,9
1603,29/03/2017 11:54,parcel,16.87,France,Standard Parcel,1,206.04
1604,12/09/2017 16:55,letter,0.32,United Kingdom,Economy Letter,1,18
1604,12/09/2017 16:55,parcel,2.11,Russian Federation,Express Parcel,2,230.9
1605,5/12/2017 13:43,letter,0.39,Nauru,Economy Letter,2,24
1605,5/12/2017 13:43,parcel,6.17,Hungary,Express Parcel,2,484.82
1605,5/12/2017 13:43,parcel,19.62,Romania,Economy Parcel_By Sea,1,196.15
1606,14/01/2016 11:25,letter,0.3,Indonesia,Economy Letter,1,12
1606,14/01/2016 11:25,parcel,1.95,Singapore,Express Parcel,1,69.45
1607,28/02/2017 14:51,parcel,19.14,United States,Economy Parcel_By Sea,2,331
1607,28/02/2017 14:51,letter,0.16,Sri Lanka,Economy Letter,2,12
1608,27/05/2016 13:39,letter,0.25,Thailand,Economy Letter,3,18
1609,20/01/2017 14:26,parcel,3.89,Indonesia,Standard Parcel,1,81.73
1610,25/02/2017 13:12,letter,0.45,Iran - Islamic Republic Of,Economy Letter,1,18
1610,25/02/2017 13:12,parcel,5.36,Kenya,Economy Parcel_By Sea,2,226.78
1611,30/06/2017 11:15,letter,0.2,Fiji,Economy Letter,3,18
1611,30/06/2017 11:15,letter,0.31,Cambodia,Economy Letter,3,36
1612,25/04/2017 10:11,parcel,0.76,United States,Express Parcel,2,108.34
1612,25/04/2017 10:11,letter,0.37,Israel,Express Letter,1,55.68
1613,4/02/2016 08:00,letter,0.23,Israel,Economy Letter,1,9
1613,4/02/2016 08:00,parcel,2.73,Slovenia,Economy Parcel_By Sea,2,101.18
1614,25/10/2017 13:24,letter,0.34,Lao People'S Democratic Republic,Express Letter,1,38.83
1614,25/10/2017 13:24,letter,0.24,Switzerland,Economy Letter,2,18
1615,22/05/2016 10:08,letter,0.4,Sri Lanka,Economy Letter,2,24
1616,8/11/2016 15:58,letter,0.46,France,Economy Letter,3,54
1616,8/11/2016 15:58,letter,0.45,Greece,Express Letter,3,159.12
1616,8/11/2016 15:58,parcel,3.2,Japan,Express Parcel,2,209.46
1617,22/07/2017 12:51,parcel,1.1,United States,Standard Parcel,2,104.8
1617,22/07/2017 12:51,parcel,14.63,Serbia,Express Parcel,2,605.7
1618,27/07/2016 13:29,parcel,17.2,Solomon Islands,Standard Parcel,3,562.11
1619,8/09/2016 15:35,parcel,15.37,Netherlands,Express Parcel,3,633.12
1620,11/09/2017 12:42,parcel,10.76,Denmark,Economy Parcel_By Sea,1,159.12
1621,4/03/2016 12:55,letter,0.33,Arab Emirates,Economy Letter,1,18
1621,4/03/2016 12:55,parcel,7.91,Romania,Standard Parcel,3,623.58
1622,6/04/2016 14:57,letter,0.36,Sweden,Express Letter,2,85.24
1622,6/04/2016 14:57,letter,0.5,Nepal,Economy Letter,1,12
1623,13/01/2016 11:09,parcel,9.3,Switzerland,Express Parcel,1,156.84
1623,13/01/2016 11:09,parcel,17.31,Cyprus,Standard Parcel,3,1023.87
1623,13/01/2016 11:09,parcel,15.34,Romania,Standard Parcel,2,682.58
1624,6/08/2016 09:28,letter,0.12,Nepal,Economy Letter,1,6
1625,11/03/2017 13:38,parcel,10.9,United States,Standard Parcel,1,157.35
1625,11/03/2017 13:38,letter,0.19,Vietnam,Economy Letter,2,12
1626,2/10/2017 14:51,parcel,13.19,Italy,Standard Parcel,3,536.82
1626,2/10/2017 14:51,letter,0.23,Greece,Express Letter,3,159.12
1627,20/05/2016 13:23,parcel,2.15,Iran - Islamic Republic Of,Standard Parcel,3,337.44
1628,3/06/2017 11:50,letter,0.44,Netherlands,Express Letter,2,85.24
1629,18/04/2017 13:17,parcel,8.54,Canada,Economy Parcel_By Sea,1,97.87
1629,18/04/2017 13:17,letter,0.25,Belgium,Express Letter,3,159.12
1629,18/04/2017 13:17,letter,0.36,Canada,Express Letter,3,113.64
1630,15/09/2016 13:09,parcel,11.94,Arab Emirates,Standard Parcel,1,295.99
1630,15/09/2016 13:09,letter,0.35,Tonga,Express Letter,3,116.49
1630,15/09/2016 13:09,parcel,2.93,Hungary,Standard Parcel,3,319.59
1631,6/10/2016 13:53,letter,0.32,India,Express Letter,2,73.9
1631,6/10/2016 13:53,letter,0.23,Macedonia - The Former Yugoslav Republic Of,Economy Letter,2,18
1632,25/03/2016 12:16,parcel,3.15,Estonia,Standard Parcel,2,256.16
1632,25/03/2016 12:16,parcel,13.16,Cook Islands,Standard Parcel,3,484.23
1632,25/03/2016 12:16,letter,0.38,Belgium,Economy Letter,1,18
1633,19/09/2017 12:34,letter,0.41,Cambodia,Economy Letter,3,36
1634,1/05/2016 11:59,parcel,13.63,Italy,Economy Parcel_By Sea,1,151.54
1634,1/05/2016 11:59,letter,0.28,New Caledonia,Express Letter,1,38.83
1635,9/10/2016 12:32,parcel,11.1,Japan,Standard Parcel,2,306.78
1636,22/12/2017 15:22,letter,0.35,Lao People'S Democratic Republic,Economy Letter,1,12
1636,22/12/2017 15:22,letter,0.11,Netherlands,Economy Letter,2,18
1637,11/02/2017 10:42,letter,0.11,Norway,Express Letter,3,127.86
1637,11/02/2017 10:42,parcel,11.56,Korea - Republic Of,Express Parcel,3,475.17
1637,11/02/2017 10:42,letter,0.5,Cook Islands,Express Letter,2,77.66
1638,16/09/2017 13:24,parcel,8.14,United States,Express Parcel,3,411.06
1639,4/01/2016 14:52,letter,0.39,Kuwait,Economy Letter,1,18
1640,17/02/2017 11:56,parcel,18.75,Serbia,Economy Parcel_By Sea,3,588.45
1640,17/02/2017 11:56,parcel,10.73,Estonia,Express Parcel,3,908.55
1640,17/02/2017 11:56,letter,0.14,Hungary,Economy Letter,3,27
1641,6/02/2017 15:53,parcel,15,Indonesia,Standard Parcel,1,153.39
1642,14/08/2016 09:45,parcel,17.6,Nigeria,Economy Parcel_By Sea,1,205.96
1642,14/08/2016 09:45,letter,0.39,United Kingdom,Express Letter,1,41.58
1643,30/11/2016 10:56,parcel,2.73,New Caledonia,Standard Parcel,3,218.7
1643,30/11/2016 10:56,letter,0.21,South Africa,Express Letter,2,106.08
1644,20/06/2016 11:51,parcel,14.57,France,Express Parcel,3,551.82
1644,20/06/2016 11:51,parcel,4.21,Switzerland,Standard Parcel,1,113.94
1644,20/06/2016 11:51,letter,0.1,Slovenia,Express Letter,2,106.08
1645,15/12/2017 11:25,letter,0.5,Ireland,Express Letter,3,124.74
1646,28/05/2016 11:07,parcel,19.8,Serbia,Economy Parcel_By Sea,2,392.3
1647,24/02/2017 12:58,letter,0.12,Indonesia,Economy Letter,1,6
1647,24/02/2017 12:58,letter,0.3,Estonia,Economy Letter,1,18
1648,14/01/2016 09:07,letter,0.35,Slovenia,Express Letter,1,53.04
1648,14/01/2016 09:07,letter,0.19,Cambodia,Economy Letter,2,12
1649,27/06/2016 11:09,letter,0.23,Cyprus,Express Letter,2,106.08
1649,27/06/2016 11:09,letter,0.26,Papua New Guinea,Express Letter,1,38.83
1649,27/06/2016 11:09,letter,0.34,Chile,Express Letter,1,55.68
1650,26/05/2016 10:58,letter,0.36,Vanuatu,Economy Letter,2,24
1651,19/08/2017 14:06,letter,0.13,Israel,Express Letter,1,55.68
1652,27/02/2016 12:23,parcel,7.91,Korea - Republic Of,Express Parcel,3,401.04
1653,30/05/2017 15:37,letter,0.15,Russian Federation,Express Letter,1,53.04
1654,31/07/2016 08:25,parcel,6.74,Vietnam,Express Parcel,1,133.68
1654,31/07/2016 08:25,letter,0.14,Germany,Economy Letter,3,27
1655,7/06/2017 11:06,parcel,15.18,Norway,Economy Parcel_By Sea,3,560.43
1655,7/06/2017 11:06,letter,0.22,Turkey,Express Letter,2,106.08
1656,11/01/2016 17:05,letter,0.33,Czech Republic,Economy Letter,2,36
1657,30/11/2016 14:54,letter,0.39,Sri Lanka,Express Letter,3,116.49
1658,15/07/2016 14:19,letter,0.35,Greece,Express Letter,2,106.08
1658,15/07/2016 14:19,letter,0.28,Saudi Arabia,Express Letter,2,111.36
1658,15/07/2016 14:19,letter,0.39,Poland,Economy Letter,2,36
1659,21/10/2016 14:50,letter,0.18,Papua New Guinea,Express Letter,2,77.66
1660,28/10/2016 10:09,parcel,9.25,France,Standard Parcel,1,151.84
1660,28/10/2016 10:09,letter,0.42,Hong Kong,Express Letter,1,36.95
1661,21/11/2016 10:17,parcel,15.89,Samoa,Express Parcel,1,192.37
1661,21/11/2016 10:17,letter,0.14,Korea - Republic Of,Economy Letter,1,6
1662,23/10/2016 09:05,letter,0.15,Iran - Islamic Republic Of,Express Letter,2,111.36
1662,23/10/2016 09:05,letter,0.37,Japan,Economy Letter,2,24
1662,23/10/2016 09:05,letter,0.24,Italy,Express Letter,1,42.62
1663,18/03/2016 14:53,letter,0.39,Italy,Express Letter,1,42.62
1664,18/08/2016 13:45,parcel,9.72,Switzerland,Economy Parcel_By Sea,2,209.66
1665,23/01/2017 13:25,parcel,18.44,Tonga,Standard Parcel,3,562.11
1666,8/05/2017 13:22,letter,0.19,Sri Lanka,Economy Letter,1,6
1666,8/05/2017 13:22,parcel,19.26,Macedonia - The Former Yugoslav Republic Of,Standard Parcel,1,341.29
1666,8/05/2017 13:22,letter,0.36,Norway,Express Letter,2,85.24
1667,8/05/2016 12:49,parcel,4.22,Iran - Islamic Republic Of,Standard Parcel,3,405.63
1667,8/05/2016 12:49,letter,0.32,Saudi Arabia,Express Letter,2,111.36
1667,8/05/2016 12:49,letter,0.23,Thailand,Express Letter,2,73.9
1668,8/05/2017 13:32,letter,0.43,Sweden,Economy Letter,1,18
1668,8/05/2017 13:32,letter,0.15,Finland,Express Letter,2,106.08
1668,8/05/2017 13:32,letter,0.47,Argentina,Express Letter,2,111.36
1669,3/12/2016 10:16,parcel,4.2,Croatia,Economy Parcel_By Sea,1,69.25
1670,4/08/2016 09:34,parcel,15.81,Singapore,Standard Parcel,3,534.3
1670,4/08/2016 09:34,letter,0.19,Papua New Guinea,Express Letter,2,77.66
1671,8/09/2017 14:06,letter,0.42,India,Express Letter,2,73.9
1672,14/09/2016 13:19,letter,0.4,South Africa,Express Letter,3,159.12
1673,28/02/2016 10:02,letter,0.32,South Africa,Express Letter,2,106.08
1673,28/02/2016 10:02,letter,0.49,Serbia,Economy Letter,3,54
1674,11/04/2016 12:17,letter,0.39,Malta,Express Letter,1,53.04
1675,17/05/2016 14:12,letter,0.39,French Polynesia,Economy Letter,3,36
1676,26/08/2016 14:07,letter,0.4,Ireland,Express Letter,1,41.58
1677,25/01/2017 14:45,letter,0.46,Switzerland,Express Letter,3,127.86
1677,25/01/2017 14:45,parcel,3.79,Singapore,Standard Parcel,3,245.19
1677,25/01/2017 14:45,letter,0.17,United States,Economy Letter,2,18
1678,13/03/2016 09:07,parcel,19.03,Finland,Standard Parcel,3,1023.87
1678,13/03/2016 09:07,parcel,17.62,Denmark,Economy Parcel_By Sea,2,392.3
1679,3/07/2016 11:47,letter,0.19,Portugal,Economy Letter,3,27
1679,3/07/2016 11:47,parcel,10.29,Brazil,Express Parcel,1,302.85
1679,3/07/2016 11:47,letter,0.35,Austria,Express Letter,2,106.08
1680,7/08/2017 13:48,letter,0.27,Kenya,Economy Letter,1,18
1680,7/08/2017 13:48,letter,0.31,Poland,Express Letter,2,106.08
1681,16/09/2016 14:15,letter,0.18,Indonesia,Express Letter,1,36.95
1681,16/09/2016 14:15,letter,0.48,Korea - Republic Of,Economy Letter,3,36
1682,17/03/2017 13:36,letter,0.26,Malaysia,Economy Letter,1,12
1682,17/03/2017 13:36,letter,0.22,Russian Federation,Express Letter,3,159.12
1683,11/09/2017 13:21,letter,0.4,Slovenia,Express Letter,2,106.08
1684,23/05/2016 13:44,parcel,3.58,Arab Emirates,Express Parcel,1,150.29
1684,23/05/2016 13:44,letter,0.34,Taiwan - Province Of China,Express Letter,1,36.95
1684,23/05/2016 13:44,letter,0.17,Germany,Economy Letter,3,27
1685,17/08/2016 16:15,letter,0.35,Switzerland,Economy Letter,3,54
1685,17/08/2016 16:15,parcel,9.55,Vanuatu,Standard Parcel,2,270.88
1686,26/12/2017 13:08,parcel,1.62,Netherlands,Standard Parcel,3,207.87
1687,15/07/2017 13:37,letter,0.22,Nigeria,Express Letter,1,55.68
1687,15/07/2017 13:37,letter,0.22,Israel,Economy Letter,1,9
1687,15/07/2017 13:37,parcel,12.35,Mexico,Economy Parcel_By Sea,3,501.24
1688,11/04/2017 13:42,parcel,19.33,Solomon Islands,Express Parcel,3,577.11
1688,11/04/2017 13:42,letter,0.36,Ukraine,Express Letter,1,53.04
1688,11/04/2017 13:42,letter,0.18,India,Economy Letter,3,18
1689,4/02/2017 11:27,parcel,11.03,Samoa,Express Parcel,3,499.23
1689,4/02/2017 11:27,parcel,12.09,Macedonia - The Former Yugoslav Republic Of,Standard Parcel,3,842.55
1690,30/12/2016 12:41,letter,0.35,Papua New Guinea,Economy Letter,3,36
1690,30/12/2016 12:41,parcel,8.21,Norway,Standard Parcel,1,151.84
1690,30/12/2016 12:41,letter,0.38,Portugal,Economy Letter,2,36
1691,14/03/2017 12:12,parcel,7.32,Chile,Economy Parcel_By Sea,2,226.78
1692,27/11/2016 11:19,letter,0.45,Japan,Economy Letter,3,36
1692,27/11/2016 11:19,letter,0.28,Saudi Arabia,Express Letter,1,55.68
1692,27/11/2016 11:19,parcel,18.24,Romania,Standard Parcel,2,682.58
1693,11/04/2016 11:40,parcel,19.69,Pakistan,Express Parcel,3,577.11
1694,22/01/2016 10:45,letter,0.4,Ireland,Express Letter,3,124.74
1694,22/01/2016 10:45,letter,0.22,French Polynesia,Express Letter,1,38.83
1695,27/11/2017 11:04,letter,0.3,Brunei Darussalam,Economy Letter,3,36
